Experiment,epoch,step,train_acc,train_loss,val_acc,val_f1,val_loss,val_precision,val_recall,test_acc,test_f1,test_loss,test_precision,test_recall
mobilenet_v2-512px-dr_0.1,15.0,847.0,0.8463385105133057,0.291045069694519,0.8567415475845337,0.8607817888259888,0.336339920759201,0.8668845295906067,0.8567248582839966,0.8777777552604675,0.8813104629516602,0.3669899106025696,0.8781139850616455,0.8849874138832092
