Experiment,epoch,step,train_acc,train_loss,val_acc,val_f1,val_loss,val_precision,val_recall,test_acc,test_f1,test_loss,test_precision,test_recall
mobilenet_v2_512px,15.0,847.0,0.848139226436615,0.2873033285140991,0.8567415475845337,0.8607817888259888,0.3333914577960968,0.8668845295906067,0.8567248582839966,0.8777777552604675,0.8808194398880005,0.3627573549747467,0.8772754073143005,0.8849874138832092
