epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_f1,val_loss,val_precision,val_recall
,0.005,0,,,,,,,
0,,24,,0.7192113399505615,,,,,
0,,49,,0.4112433195114136,,,,,
0,,52,,,0.8117977380752563,0.8238067626953125,0.5214573740959167,0.8298664093017578,0.8482359647750854
0,,52,0.651860773563385,,,,,,
,0.005,53,,,,,,,
1,,74,,0.6756432056427002,,,,,
1,,99,,0.3659803867340088,,,,,
1,,105,,,0.851123571395874,0.8573428988456726,0.45269912481307983,0.8601280450820923,0.8759827017784119
1,,105,0.7839135527610779,,,,,,
,0.005,106,,,,,,,
2,,124,,0.35789328813552856,,,,,
2,,149,,0.44602900743484497,,,,,
2,,158,,,0.8483145833015442,0.8529918193817139,0.41929736733436584,0.8475066423416138,0.8696109652519226
2,,158,0.8055222034454346,,,,,,
,0.005,159,,,,,,,
3,,174,,0.3546057939529419,,,,,
3,,199,,0.31012439727783203,,,,,
3,,211,,,0.8651685118675232,0.8712426424026489,0.384919673204422,0.8713278770446777,0.8788372874259949
3,,211,0.8163265585899353,,,,,,
,0.005,212,,,,,,,
4,,224,,0.45116668939590454,,,,,
4,,249,,0.6436400413513184,,,,,
4,,264,,,0.8539325594902039,0.860231876373291,0.41338425874710083,0.8606669902801514,0.8729871511459351
4,,264,0.7857142686843872,,,,,,
,0.005,265,,,,,,,
5,,274,,0.15864108502864838,,,,,
5,,299,,0.7166820168495178,,,,,
5,,317,,,0.851123571395874,0.8523769974708557,0.4040999114513397,0.8451260328292847,0.8679677248001099
5,,317,0.831932783126831,,,,,,
,0.005,318,,,,,,,
6,,324,,0.5465189218521118,,,,,
6,,349,,0.7856689691543579,,,,,
6,,370,,,0.8483145833015442,0.8534029722213745,0.4204196631908417,0.8566998243331909,0.8558465242385864
6,,370,0.8217287063598633,,,,,,
,0.005,371,,,,,,,
7,,374,,0.5766161680221558,,,,,
7,,399,,0.6608314514160156,,,,,
7,,423,,,0.8651685118675232,0.871844470500946,0.3756049573421478,0.872839629650116,0.8835583925247192
7,,423,0.8205282092094421,,,,,,
,0.005,424,,,,,,,
8,,424,,0.3368638753890991,,,,,
8,,449,,0.3371657729148865,,,,,
8,,474,,0.44189566373825073,,,,,
8,,476,,,0.8848314881324768,0.8866061568260193,0.35389095544815063,0.8861057758331299,0.8903071284294128
8,,476,0.8049219846725464,,,,,,
,0.005,477,,,,,,,
9,,499,,0.21122559905052185,,,,,
9,,524,,0.5899747610092163,,,,,
9,,529,,,0.8651685118675232,0.8734509944915771,0.3808078467845917,0.8763174414634705,0.8877269625663757
9,,529,0.8181272745132446,,,,,,
,0.005,530,,,,,,,
10,,549,,0.560476541519165,,,,,
10,,574,,0.6894052624702454,,,,,
10,,582,,,0.8567415475845337,0.8587995767593384,0.3914381265640259,0.8557323813438416,0.8715049028396606
10,,582,0.8163265585899353,,,,,,
,0.005,583,,,,,,,
11,,599,,0.24268561601638794,,,,,
11,,624,,0.4234262704849243,,,,,
11,,635,,,0.867977499961853,0.8730485439300537,0.39633169770240784,0.8742152452468872,0.8894524574279785
11,,635,0.8265306353569031,,,,,,
,0.005,636,,,,,,,
12,,649,,0.5796594023704529,,,,,
12,,674,,0.45083028078079224,,,,,
12,,688,,,0.8651685118675232,0.8686596751213074,0.38927510380744934,0.8620902299880981,0.884345293045044
12,,688,0.8349339962005615,,,,,,
,0.0005,689,,,,,,,
13,,699,,0.2606000006198883,,,,,
13,,724,,0.5322757959365845,,,,,
13,,741,,,0.8848314881324768,0.8874741196632385,0.37510228157043457,0.885032057762146,0.8922522664070129
13,,741,0.8289315700531006,,,,,,
,0.0005,742,,,,,,,
14,,749,,0.2918509840965271,,,,,
14,,774,,0.47639018297195435,,,,,
14,,794,,,0.8764045238494873,0.8795296549797058,0.3419259488582611,0.8767139911651611,0.8847643136978149
14,,794,0.8337334990501404,,,,,,
,0.0005,795,,,,,,,
15,,799,,0.3324270248413086,,,,,
15,,824,,0.45689600706100464,,,,,
15,,847,,,0.8960674405097961,0.8997304439544678,0.3344183564186096,0.8967332243919373,0.9050980806350708
15,,847,0.837334930896759,,,,,,
,0.0005,848,,,,,,,
16,,849,,0.5109051465988159,,,,,
16,,874,,0.3720572590827942,,,,,
16,,899,,0.28738605976104736,,,,,
16,,900,,,0.8764045238494873,0.8838587999343872,0.3585982918739319,0.8853405714035034,0.8915953040122986
16,,900,0.8463385105133057,,,,,,
,0.0005,901,,,,,,,
17,,924,,0.2927265763282776,,,,,
17,,949,,0.49811649322509766,,,,,
17,,953,,,0.882022500038147,0.8898138999938965,0.334187388420105,0.886803925037384,0.8958773016929626
17,,953,0.8493397235870361,,,,,,
,0.0005,954,,,,,,,
18,,974,,0.31417328119277954,,,,,
18,,999,,0.6001582741737366,,,,,
18,,1006,,,0.8623595237731934,0.8658192157745361,0.37486979365348816,0.8678176403045654,0.8696988224983215
18,,1006,0.8457382917404175,,,,,,
,0.0005,1007,,,,,,,
19,,1024,,0.29824012517929077,,,,,
19,,1049,,0.5082709789276123,,,,,
19,,1059,,,0.8792135119438171,0.8840042948722839,0.3429255187511444,0.8784027099609375,0.8938992023468018
19,,1059,0.8283313512802124,,,,,,
,0.0005,1060,,,,,,,
20,,1074,,0.2868395447731018,,,,,
20,,1099,,0.5137392282485962,,,,,
