Experiment,epoch,step,train_acc,train_loss,val_acc,val_f1,val_loss,val_precision,val_recall,test_acc,test_f1,test_loss,test_precision,test_recall
phase2_finetune_grid/mobilenet_v2-l1_imagenet-lr_0.01-wd_0.05,15.0,847.0,0.8625450134277344,0.1458901762962341,0.8876404762268066,0.8910549283027649,0.3339209258556366,0.8916365504264832,0.8922559022903442,0.9138888716697692,0.9135758876800536,0.2665101289749145,0.9048712849617004,0.9267359375953674
phase2_finetune_grid/mobilenet_v2-l1_imagenet-lr_0.005-wd_0.05,27.0,1483.0,0.8733493685722351,0.1586410850286483,0.882022500038147,0.8901699781417847,0.3237974941730499,0.8887919187545776,0.8957126140594482,0.8999999761581421,0.9033496379852296,0.2817679345607757,0.8986673355102539,0.9221927523612976
phase2_finetune_grid/mobilenet_v2-l1_imagenet-lr_0.001-wd_0.05,15.0,847.0,0.8553421497344971,0.2696934938430786,0.8764045238494873,0.8810482621192932,0.3332797884941101,0.8818344473838806,0.8812234997749329,0.9027777910232544,0.9041786193847656,0.2966740727424621,0.8973212242126465,0.9155867695808412
phase2_finetune_grid/mobilenet_v2-l1_imagenet-lr_0.0005-wd_0.05,15.0,847.0,0.8397358655929565,0.294492244720459,0.8567415475845337,0.8643524050712585,0.374148428440094,0.8613069653511047,0.8683776259422302,0.8888888955116272,0.8915372490882874,0.345800906419754,0.8826212286949158,0.9096508622169496
phase2_finetune_grid/mobilenet_v2-l1_imagenet-lr_0.0001-wd_0.05,49.0,2649.0,0.819327712059021,0.4198255538940429,0.8370786309242249,0.8454998731613159,0.4479399621486664,0.8403646349906921,0.8595483899116516,0.8861111402511597,0.8881069421768188,0.4283860921859741,0.8839442729949951,0.910964012145996
