epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_f1,val_loss,val_precision,val_recall
,0.001,0,,,,,,,
0,,24,,1.2908706665039062,,,,,
0,,49,,0.8426094055175781,,,,,
0,,52,,,0.783707857131958,0.7897690534591675,0.7673558592796326,0.7867510914802551,0.8230878114700317
0,,52,0.6068427562713623,,,,,,
,0.001,53,,,,,,,
1,,74,,0.9007148742675781,,,,,
1,,99,,0.7134733200073242,,,,,
1,,105,,,0.8623595237731934,0.865480363368988,0.49737343192100525,0.8620486855506897,0.8734848499298096
1,,105,0.7641056180000305,,,,,,
,0.001,106,,,,,,,
2,,124,,0.6237738132476807,,,,,
2,,149,,0.7695646286010742,,,,,
2,,158,,,0.8595505356788635,0.8621890544891357,0.45883578062057495,0.8602846264839172,0.8766963481903076
2,,158,0.7821128368377686,,,,,,
,0.001,159,,,,,,,
3,,174,,0.5308411121368408,,,,,
3,,199,,0.5048427581787109,,,,,
3,,211,,,0.8792135119438171,0.8858141303062439,0.4276717007160187,0.8908200860023499,0.8990576267242432
3,,211,0.7953181266784668,,,,,,
,0.001,212,,,,,,,
4,,224,,0.7591162323951721,,,,,
4,,249,,0.5236232280731201,,,,,
4,,264,,,0.8764045238494873,0.8793972134590149,0.39428600668907166,0.878290593624115,0.8881404995918274
4,,264,0.7977190613746643,,,,,,
,0.001,265,,,,,,,
5,,274,,0.6624386310577393,,,,,
5,,299,,0.6827011108398438,,,,,
5,,317,,,0.867977499961853,0.872574508190155,0.3894229829311371,0.8699231147766113,0.880894124507904
5,,317,0.8133253455162048,,,,,,
,0.001,318,,,,,,,
6,,324,,0.5848946571350098,,,,,
6,,349,,0.6584076285362244,,,,,
6,,370,,,0.882022500038147,0.8875205516815186,0.3538235127925873,0.8901156187057495,0.8940363526344299
6,,370,0.8091236352920532,,,,,,
,0.001,371,,,,,,,
7,,374,,0.5655802488327026,,,,,
7,,399,,0.4603109657764435,,,,,
7,,423,,,0.8960674405097961,0.9041823148727417,0.3641016185283661,0.9099259972572327,0.9104194045066833
7,,423,0.8145257830619812,,,,,,
,0.001,424,,,,,,,
8,,424,,0.6595976948738098,,,,,
8,,449,,0.6140668392181396,,,,,
8,,474,,0.39024603366851807,,,,,
8,,476,,,0.8764045238494873,0.8851518034934998,0.3456077575683594,0.8873580098152161,0.897110641002655
8,,476,0.8103241324424744,,,,,,
,0.001,477,,,,,,,
9,,499,,0.503844141960144,,,,,
9,,524,,0.4399474561214447,,,,,
9,,529,,,0.8876404762268066,0.8943613767623901,0.34968405961990356,0.8938342332839966,0.9068767428398132
9,,529,0.8163265585899353,,,,,,
,0.001,530,,,,,,,
10,,549,,0.4726563096046448,,,,,
10,,574,,0.6444390416145325,,,,,
10,,582,,,0.8792135119438171,0.8891052007675171,0.3573671877384186,0.8893900513648987,0.9048968553543091
10,,582,0.8163265585899353,,,,,,
,0.001,583,,,,,,,
11,,599,,0.4857957363128662,,,,,
11,,624,,0.471072793006897,,,,,
11,,635,,,0.8764045238494873,0.8846889138221741,0.3279791474342346,0.884521484375,0.8975717425346375
11,,635,0.8073229193687439,,,,,,
,0.001,636,,,,,,,
12,,649,,0.77018141746521,,,,,
12,,674,,0.6620920300483704,,,,,
12,,688,,,0.8904494643211365,0.899104118347168,0.3263357877731323,0.8998735547065735,0.9069572687149048
12,,688,0.8247299194335938,,,,,,
,0.001,689,,,,,,,
13,,699,,0.42944419384002686,,,,,
13,,724,,0.49389567971229553,,,,,
13,,741,,,0.8764045238494873,0.8854676485061646,0.3212084472179413,0.8880667090415955,0.895758330821991
13,,741,0.8421368598937988,,,,,,
,0.001,742,,,,,,,
14,,749,,0.25320500135421753,,,,,
14,,774,,0.4160250425338745,,,,,
14,,794,,,0.8707864880561829,0.8791951537132263,0.3537268340587616,0.8816404342651367,0.8883527517318726
14,,794,0.8325330018997192,,,,,,
,0.001,795,,,,,,,
15,,799,,0.3480205833911896,,,,,
15,,824,,0.3549410104751587,,,,,
15,,847,,,0.8932584524154663,0.8982140421867371,0.288401335477829,0.9008643627166748,0.8981518149375916
15,,847,0.848739504814148,,,,,,
,0.001,848,,,,,,,
16,,849,,0.41072607040405273,,,,,
16,,874,,0.5398768186569214,,,,,
16,,899,,0.4939899146556854,,,,,
16,,900,,,0.8876404762268066,0.8969497680664062,0.3116288483142853,0.8987892866134644,0.9086865186691284
16,,900,0.8379351496696472,,,,,,
,0.001,901,,,,,,,
17,,924,,0.4683954119682312,,,,,
17,,949,,0.4791713356971741,,,,,
17,,953,,,0.8792135119438171,0.8886346220970154,0.3021230101585388,0.8909162282943726,0.8941150903701782
17,,953,0.8343337178230286,,,,,,
,0.001,954,,,,,,,
18,,974,,0.3593357801437378,,,,,
18,,999,,0.3210318088531494,,,,,
18,,1006,,,0.8904494643211365,0.9001373648643494,0.3247150182723999,0.9029797315597534,0.9176603555679321
18,,1006,0.848139226436615,,,,,,
,0.001,1007,,,,,,,
19,,1024,,0.5246443152427673,,,,,
19,,1049,,0.3760842978954315,,,,,
19,,1059,,,0.882022500038147,0.8909016847610474,0.31177327036857605,0.8941351771354675,0.90317302942276
19,,1059,0.8277310729026794,,,,,,
,0.0001,1060,,,,,,,
20,,1074,,0.5347608327865601,,,,,
20,,1099,,0.31107813119888306,,,,,
20,,1112,,,0.882022500038147,0.8904991149902344,0.30833226442337036,0.8927322030067444,0.9030888676643372
20,,1112,0.8589435815811157,,,,,,
